Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE"
Workers,Occupation,"Civilian employed population 16 years and over","355,679","(+/-6,715)","358,668","(+/-6,871)","324,431","(+/-9,907)","377,275","(+/-10,549)","409,793","(+/-10,570)","337,628","(+/-11,214)","398,857","(+/-7,045)","359,099","(+/-7,129)","424,975","(+/-11,610)","403,543","(+/-14,133)","350,153","(+/-11,924)","332,613","(+/-7,506)","357,881","(+/-7,891)","411,789","(+/-11,636)","400,128","(+/-12,642)","385,133","(+/-10,027)","342,980","(+/-8,085)","354,939","(+/-10,142)","337,305","(+/-8,977)","382,330","(+/-11,939)","361,686","(+/-10,689)","374,610","(+/-10,432)","391,978","(+/-11,661)","391,838","(+/-12,151)","396,070","(+/-9,410)","399,335","(+/-11,089)","400,408","(+/-12,244)","368,092","(+/-12,165)"
Workers,Occupation,"Management, business, science, and arts occupations","141,314","(+/-6,246)","140,264","(+/-5,669)","128,441","(+/-5,809)","137,668","(+/-6,788)","204,726","(+/-8,910)","116,703","(+/-7,339)","173,943","(+/-6,133)","155,560","(+/-7,439)","156,935","(+/-8,226)","167,388","(+/-9,493)","144,680","(+/-8,065)","128,314","(+/-6,323)","158,506","(+/-6,581)","186,463","(+/-8,372)","164,428","(+/-7,083)","162,941","(+/-7,272)","123,431","(+/-6,248)","109,060","(+/-6,589)","134,270","(+/-6,729)","125,180","(+/-8,520)","142,684","(+/-7,015)","145,318","(+/-5,681)","178,023","(+/-7,922)","139,647","(+/-7,282)","172,446","(+/-7,850)","131,073","(+/-7,102)","179,338","(+/-7,947)","131,746","(+/-7,136)"
Workers,Occupation,"Service occupations","65,620","(+/-5,624)","61,731","(+/-4,940)","56,925","(+/-4,298)","64,407","(+/-5,928)","52,611","(+/-4,787)","68,228","(+/-5,840)","63,754","(+/-4,975)","61,977","(+/-4,344)","80,370","(+/-7,930)","72,633","(+/-6,487)","62,798","(+/-5,561)","59,771","(+/-4,681)","59,936","(+/-5,462)","68,159","(+/-5,572)","65,520","(+/-5,065)","58,762","(+/-5,664)","67,401","(+/-5,377)","69,505","(+/-5,852)","59,307","(+/-4,784)","82,212","(+/-7,818)","64,908","(+/-5,930)","76,481","(+/-6,404)","68,562","(+/-5,490)","85,420","(+/-6,856)","62,545","(+/-6,151)","75,970","(+/-5,521)","66,235","(+/-5,432)","73,011","(+/-6,207)"
Workers,Occupation,"Sales and office occupations","79,635","(+/-4,766)","90,156","(+/-5,667)","71,903","(+/-5,414)","90,394","(+/-5,593)","92,488","(+/-6,710)","79,537","(+/-4,911)","91,532","(+/-5,856)","77,940","(+/-6,570)","96,969","(+/-6,539)","93,679","(+/-6,803)","77,549","(+/-7,345)","77,950","(+/-5,719)","85,873","(+/-4,885)","88,431","(+/-5,741)","88,061","(+/-5,705)","90,582","(+/-7,180)","78,329","(+/-4,932)","74,597","(+/-6,164)","77,735","(+/-6,064)","86,540","(+/-5,907)","83,160","(+/-5,693)","79,523","(+/-6,206)","84,364","(+/-5,401)","83,225","(+/-5,640)","95,044","(+/-6,442)","87,941","(+/-4,932)","85,274","(+/-5,468)","81,918","(+/-4,888)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","30,064","(+/-3,461)","32,508","(+/-3,219)","29,520","(+/-3,317)","33,336","(+/-3,748)","24,742","(+/-3,691)","32,822","(+/-3,476)","35,140","(+/-4,175)","28,430","(+/-3,561)","35,915","(+/-4,620)","29,721","(+/-4,868)","32,099","(+/-5,212)","31,438","(+/-3,555)","23,459","(+/-3,269)","26,803","(+/-2,715)","40,513","(+/-4,782)","32,081","(+/-3,652)","37,683","(+/-3,397)","47,848","(+/-4,123)","35,256","(+/-3,866)","39,546","(+/-4,315)","33,650","(+/-4,182)","39,804","(+/-4,709)","27,882","(+/-3,503)","36,057","(+/-4,503)","30,102","(+/-4,159)","47,624","(+/-4,709)","36,331","(+/-4,324)","36,615","(+/-4,201)"
Workers,Occupation,"Production, transportation, and material moving occupations","39,046","(+/-3,618)","34,009","(+/-3,714)","37,642","(+/-3,663)","51,470","(+/-5,253)","35,226","(+/-4,673)","40,338","(+/-4,010)","34,488","(+/-4,350)","35,192","(+/-4,297)","54,786","(+/-5,931)","40,122","(+/-4,643)","33,027","(+/-3,901)","35,140","(+/-4,167)","30,107","(+/-3,095)","41,933","(+/-5,305)","41,606","(+/-4,360)","40,767","(+/-4,787)","36,136","(+/-3,481)","53,929","(+/-4,550)","30,737","(+/-3,756)","48,852","(+/-5,846)","37,284","(+/-4,077)","33,484","(+/-4,117)","33,147","(+/-4,227)","47,489","(+/-5,211)","35,933","(+/-5,037)","56,727","(+/-4,842)","33,230","(+/-4,383)","44,802","(+/-4,172)"
Workers,Industry,"Civilian employed population 16 years and over","355,679","(+/-6,715)","358,668","(+/-6,871)","324,431","(+/-9,907)","377,275","(+/-10,549)","409,793","(+/-10,570)","337,628","(+/-11,214)","398,857","(+/-7,045)","359,099","(+/-7,129)","424,975","(+/-11,610)","403,543","(+/-14,133)","350,153","(+/-11,924)","332,613","(+/-7,506)","357,881","(+/-7,891)","411,789","(+/-11,636)","400,128","(+/-12,642)","385,133","(+/-10,027)","342,980","(+/-8,085)","354,939","(+/-10,142)","337,305","(+/-8,977)","382,330","(+/-11,939)","361,686","(+/-10,689)","374,610","(+/-10,432)","391,978","(+/-11,661)","391,838","(+/-12,151)","396,070","(+/-9,410)","399,335","(+/-11,089)","400,408","(+/-12,244)","368,092","(+/-12,165)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","2,206",(+/-971),"5,902","(+/-1,617)","7,204","(+/-1,694)","1,659",(+/-653),591,(+/-439),"5,968","(+/-1,768)","2,371","(+/-1,196)","2,147","(+/-1,174)",771,(+/-609),845,(+/-564),"1,761",(+/-761),"1,958",(+/-971),"1,593",(+/-736),"1,484",(+/-533),"3,802",(+/-762),"4,901","(+/-1,136)","2,023",(+/-683),"14,406","(+/-2,509)","1,989",(+/-902),"2,784","(+/-1,285)","3,261","(+/-1,062)","3,372","(+/-1,082)",893,(+/-710),"1,721","(+/-1,226)","1,488",(+/-717),"4,755","(+/-1,284)","2,495","(+/-1,158)","5,986","(+/-1,946)"
Workers,Industry,Construction,"28,127","(+/-3,438)","24,058","(+/-2,513)","24,003","(+/-3,359)","25,601","(+/-2,855)","26,973","(+/-3,911)","27,185","(+/-3,149)","37,798","(+/-4,139)","25,786","(+/-3,548)","30,718","(+/-4,252)","26,020","(+/-4,212)","31,624","(+/-5,019)","27,848","(+/-3,567)","25,848","(+/-3,461)","27,018","(+/-3,039)","35,842","(+/-4,462)","28,549","(+/-3,529)","39,448","(+/-4,274)","34,645","(+/-3,783)","33,254","(+/-3,716)","29,981","(+/-3,686)","31,743","(+/-4,082)","36,685","(+/-4,522)","25,567","(+/-3,588)","32,228","(+/-4,415)","27,894","(+/-3,603)","45,430","(+/-5,033)","34,957","(+/-4,463)","32,161","(+/-3,720)"
Workers,Industry,Manufacturing,"15,940","(+/-2,122)","14,328","(+/-2,263)","15,616","(+/-2,800)","20,347","(+/-2,734)","19,803","(+/-3,167)","19,021","(+/-3,156)","20,619","(+/-2,992)","37,255","(+/-3,951)","23,336","(+/-3,480)","16,859","(+/-2,553)","16,484","(+/-2,710)","17,232","(+/-2,980)","24,657","(+/-3,100)","23,755","(+/-3,133)","19,440","(+/-2,732)","23,496","(+/-3,385)","19,196","(+/-2,446)","21,076","(+/-3,439)","15,648","(+/-2,498)","17,905","(+/-2,863)","18,505","(+/-3,081)","12,741","(+/-2,104)","19,387","(+/-2,899)","14,587","(+/-2,409)","20,598","(+/-3,328)","27,254","(+/-3,978)","15,800","(+/-2,541)","14,921","(+/-2,421)"
Workers,Industry,"Wholesale trade","6,287","(+/-1,754)","5,944","(+/-1,665)","5,194","(+/-1,446)","8,894","(+/-1,983)","10,677","(+/-2,178)","6,140","(+/-1,432)","7,978","(+/-1,611)","6,776","(+/-1,427)","8,680","(+/-2,231)","9,456","(+/-1,828)","6,783","(+/-2,050)","6,332","(+/-1,569)","7,135","(+/-1,403)","7,281","(+/-1,674)","9,025","(+/-2,211)","7,270","(+/-1,651)","9,451","(+/-1,960)","5,787","(+/-1,907)","7,979","(+/-1,693)","9,865","(+/-2,353)","8,106","(+/-2,287)","8,062","(+/-1,789)","10,079","(+/-2,156)","9,696","(+/-1,871)","11,200","(+/-1,952)","12,510","(+/-2,033)","11,037","(+/-1,962)","11,961","(+/-2,250)"
Workers,Industry,"Retail trade","47,017","(+/-4,314)","49,269","(+/-4,099)","41,303","(+/-4,253)","48,110","(+/-5,035)","49,839","(+/-5,343)","46,489","(+/-4,845)","46,013","(+/-4,492)","45,392","(+/-4,695)","55,310","(+/-6,369)","47,580","(+/-5,570)","42,356","(+/-4,174)","42,135","(+/-4,337)","42,910","(+/-4,085)","48,987","(+/-4,743)","46,693","(+/-3,794)","55,527","(+/-5,203)","46,679","(+/-4,154)","50,048","(+/-4,442)","44,408","(+/-4,298)","51,072","(+/-5,466)","44,435","(+/-4,602)","43,859","(+/-5,190)","46,111","(+/-4,584)","45,631","(+/-4,047)","50,588","(+/-4,822)","43,940","(+/-3,514)","34,603","(+/-3,330)","38,774","(+/-3,992)"
Workers,Industry,"Transportation and warehousing, and utilities","20,186","(+/-2,565)","14,918","(+/-2,565)","20,078","(+/-3,002)","37,189","(+/-4,417)","22,500","(+/-4,032)","19,387","(+/-3,033)","21,318","(+/-3,867)","21,226","(+/-3,760)","35,216","(+/-4,671)","26,855","(+/-3,927)","15,315","(+/-3,035)","18,842","(+/-2,899)","15,989","(+/-2,089)","18,914","(+/-2,983)","26,714","(+/-3,946)","16,724","(+/-3,060)","14,117","(+/-2,442)","24,596","(+/-3,642)","16,588","(+/-2,633)","29,051","(+/-3,702)","24,773","(+/-2,960)","19,096","(+/-2,598)","15,832","(+/-2,959)","32,779","(+/-4,441)","36,049","(+/-4,581)","33,132","(+/-3,483)","26,633","(+/-3,764)","39,027","(+/-4,296)"
Workers,Industry,Information,"3,950","(+/-1,248)","4,657","(+/-1,234)","2,896","(+/-1,205)","6,040","(+/-1,830)","6,693","(+/-1,984)","5,502","(+/-1,931)","6,800","(+/-1,741)","3,992","(+/-1,177)","7,507","(+/-2,014)","10,533","(+/-2,525)","3,996","(+/-1,211)","6,080","(+/-1,540)","6,627","(+/-1,538)","7,779","(+/-1,804)","6,700","(+/-1,559)","5,215","(+/-1,490)","4,803","(+/-1,153)","4,908","(+/-1,384)","3,336","(+/-1,181)","6,922","(+/-2,086)","4,854","(+/-1,732)","6,526","(+/-2,183)","6,499","(+/-1,651)","6,294","(+/-1,615)","6,098","(+/-1,623)","7,819","(+/-1,797)","9,221","(+/-1,646)","4,382","(+/-1,193)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","32,284","(+/-3,540)","22,106","(+/-2,785)","18,393","(+/-2,241)","39,431","(+/-4,121)","50,745","(+/-5,038)","23,386","(+/-3,113)","34,361","(+/-3,550)","24,210","(+/-3,400)","31,304","(+/-4,091)","30,491","(+/-3,382)","23,926","(+/-3,182)","29,341","(+/-3,603)","33,696","(+/-2,739)","46,862","(+/-3,964)","34,206","(+/-3,684)","39,093","(+/-4,106)","24,596","(+/-3,071)","20,150","(+/-2,791)","29,504","(+/-2,980)","24,692","(+/-3,616)","29,046","(+/-3,317)","32,143","(+/-3,409)","40,518","(+/-3,471)","30,597","(+/-3,757)","33,711","(+/-3,831)","26,846","(+/-2,763)","41,723","(+/-4,015)","27,020","(+/-3,046)"
Workers,Industry,"Professional, scientific, and management, and administrative and waste management services","43,473","(+/-3,668)","41,001","(+/-3,138)","32,202","(+/-3,639)","43,542","(+/-4,492)","67,552","(+/-6,169)","40,701","(+/-4,311)","64,656","(+/-4,660)","51,836","(+/-4,051)","53,615","(+/-5,620)","62,202","(+/-5,099)","50,148","(+/-4,532)","43,710","(+/-3,922)","53,741","(+/-3,639)","71,294","(+/-5,235)","56,561","(+/-4,503)","54,226","(+/-4,715)","48,309","(+/-4,485)","37,145","(+/-4,631)","50,392","(+/-4,755)","47,607","(+/-5,244)","55,507","(+/-5,520)","61,648","(+/-5,304)","71,836","(+/-5,311)","56,270","(+/-4,983)","61,801","(+/-4,824)","52,330","(+/-4,546)","65,261","(+/-4,421)","44,025","(+/-3,377)"
Workers,Industry,"Educational services, and health care and social assistance","69,610","(+/-4,595)","81,756","(+/-4,416)","92,935","(+/-5,698)","73,587","(+/-5,863)","84,175","(+/-7,185)","72,575","(+/-5,912)","81,558","(+/-4,884)","73,494","(+/-4,268)","77,334","(+/-6,620)","83,254","(+/-7,233)","70,044","(+/-5,718)","78,329","(+/-5,693)","79,763","(+/-5,230)","87,452","(+/-6,104)","90,687","(+/-6,791)","79,517","(+/-6,520)","64,680","(+/-5,419)","65,778","(+/-4,262)","69,711","(+/-4,500)","89,568","(+/-6,827)","70,850","(+/-5,829)","73,146","(+/-5,882)","76,319","(+/-5,493)","74,977","(+/-6,131)","78,050","(+/-6,106)","71,414","(+/-5,004)","81,340","(+/-5,268)","81,677","(+/-6,074)"
Workers,Industry,"Arts, entertainment, and recreation, and accommodation and food services","40,438","(+/-3,993)","35,624","(+/-3,959)","32,818","(+/-4,544)","36,802","(+/-4,903)","38,261","(+/-4,014)","34,804","(+/-4,248)","41,676","(+/-4,467)","32,919","(+/-3,388)","71,796","(+/-6,707)","58,506","(+/-5,315)","57,765","(+/-5,339)","29,458","(+/-3,166)","32,856","(+/-4,241)","38,022","(+/-3,737)","37,686","(+/-4,019)","38,572","(+/-5,222)","39,410","(+/-4,010)","43,227","(+/-4,031)","39,686","(+/-3,801)","39,229","(+/-5,117)","36,714","(+/-3,954)","42,750","(+/-4,570)","42,547","(+/-5,044)","50,525","(+/-4,946)","37,026","(+/-4,627)","38,896","(+/-4,217)","38,180","(+/-4,084)","34,424","(+/-3,323)"
Workers,Industry,"Other services, except public administration","17,801","(+/-2,807)","17,985","(+/-2,722)","10,874","(+/-1,986)","20,066","(+/-3,168)","18,861","(+/-3,403)","18,456","(+/-2,979)","20,006","(+/-3,165)","16,451","(+/-2,417)","18,663","(+/-3,149)","17,550","(+/-3,258)","15,566","(+/-2,579)","18,041","(+/-2,374)","19,574","(+/-2,489)","21,380","(+/-2,800)","18,900","(+/-2,826)","17,253","(+/-3,293)","19,317","(+/-2,754)","15,577","(+/-2,501)","16,985","(+/-2,515)","19,216","(+/-3,023)","19,341","(+/-2,770)","23,230","(+/-3,227)","23,097","(+/-3,448)","21,150","(+/-3,650)","19,739","(+/-3,219)","21,496","(+/-2,940)","26,788","(+/-3,381)","18,096","(+/-2,516)"
Workers,Industry,"Public administration","28,360","(+/-3,484)","41,120","(+/-3,568)","20,915","(+/-2,825)","16,007","(+/-2,760)","13,123","(+/-2,389)","18,014","(+/-2,858)","13,703","(+/-2,120)","17,615","(+/-2,424)","10,725","(+/-2,560)","13,392","(+/-2,069)","14,385","(+/-2,634)","13,307","(+/-2,458)","13,492","(+/-2,264)","11,561","(+/-1,942)","13,872","(+/-2,661)","14,790","(+/-2,956)","10,951","(+/-1,978)","17,596","(+/-3,429)","7,825","(+/-1,452)","14,438","(+/-2,675)","14,551","(+/-2,245)","11,352","(+/-1,968)","13,293","(+/-2,264)","15,383","(+/-2,765)","11,828","(+/-1,904)","13,513","(+/-2,477)","12,370","(+/-2,016)","15,638","(+/-2,702)"
Workers,"Class of Worker","Civilian employed population 16 years and over","355,679","(+/-6,715)","358,668","(+/-6,871)","324,431","(+/-9,907)","377,275","(+/-10,549)","409,793","(+/-10,570)","337,628","(+/-11,214)","398,857","(+/-7,045)","359,099","(+/-7,129)","424,975","(+/-11,610)","403,543","(+/-14,133)","350,153","(+/-11,924)","332,613","(+/-7,506)","357,881","(+/-7,891)","411,789","(+/-11,636)","400,128","(+/-12,642)","385,133","(+/-10,027)","342,980","(+/-8,085)","354,939","(+/-10,142)","337,305","(+/-8,977)","382,330","(+/-11,939)","361,686","(+/-10,689)","374,610","(+/-10,432)","391,978","(+/-11,661)","391,838","(+/-12,151)","396,070","(+/-9,410)","399,335","(+/-11,089)","400,408","(+/-12,244)","368,092","(+/-12,165)"
Workers,"Class of Worker","Private wage and salary workers","268,957","(+/-6,062)","252,626","(+/-6,760)","237,735","(+/-10,087)","312,979","(+/-10,575)","345,602","(+/-9,601)","269,890","(+/-10,245)","335,778","(+/-7,621)","294,269","(+/-7,565)","358,103","(+/-11,334)","334,601","(+/-12,278)","298,447","(+/-11,502)","272,153","(+/-8,035)","295,406","(+/-8,375)","351,654","(+/-11,625)","333,742","(+/-10,679)","322,585","(+/-9,853)","279,120","(+/-7,853)","292,855","(+/-9,168)","280,456","(+/-9,250)","311,565","(+/-11,636)","303,771","(+/-9,921)","307,013","(+/-9,144)","327,823","(+/-11,259)","316,778","(+/-11,811)","338,291","(+/-10,267)","323,986","(+/-10,129)","324,717","(+/-11,816)","298,052","(+/-10,389)"
Workers,"Class of Worker","Government workers","61,290","(+/-5,133)","85,449","(+/-5,259)","69,513","(+/-5,805)","47,128","(+/-4,306)","40,053","(+/-4,038)","44,384","(+/-4,485)","40,491","(+/-4,102)","42,017","(+/-4,164)","38,229","(+/-4,766)","43,514","(+/-4,753)","34,630","(+/-4,774)","39,883","(+/-3,914)","38,829","(+/-3,915)","36,461","(+/-3,798)","49,045","(+/-5,378)","38,047","(+/-4,467)","33,212","(+/-3,441)","43,660","(+/-4,607)","30,859","(+/-3,072)","47,000","(+/-4,865)","35,840","(+/-3,620)","37,143","(+/-4,728)","33,034","(+/-3,235)","41,643","(+/-4,893)","33,338","(+/-3,134)","34,481","(+/-3,965)","35,893","(+/-3,550)","41,250","(+/-4,546)"
Workers,"Class of Worker","Self-employed in own not incorporated business workers","24,754","(+/-3,317)","19,945","(+/-2,559)","16,515","(+/-2,377)","16,947","(+/-2,824)","23,306","(+/-3,305)","22,659","(+/-3,115)","21,054","(+/-2,764)","22,010","(+/-2,861)","27,263","(+/-4,541)","24,416","(+/-3,656)","16,598","(+/-2,702)","19,505","(+/-2,280)","22,587","(+/-2,616)","23,427","(+/-2,958)","16,896","(+/-2,829)","23,700","(+/-3,382)","29,271","(+/-3,376)","17,635","(+/-2,694)","25,476","(+/-3,188)","23,075","(+/-3,600)","21,359","(+/-2,889)","29,220","(+/-3,790)","29,900","(+/-3,923)","32,770","(+/-4,717)","23,358","(+/-3,787)","39,778","(+/-3,715)","39,501","(+/-4,459)","27,668","(+/-3,395)"
Workers,"Class of Worker","Unpaid family workers",678,(+/-431),648,(+/-607),668,(+/-420),221,(+/-178),832,(+/-442),695,(+/-456),"1,534","(+/-1,017)",803,(+/-442),"1,380",(+/-989),"1,012",(+/-480),478,(+/-423),"1,072",(+/-844),"1,059",(+/-532),247,(+/-257),445,(+/-312),801,(+/-773),"1,377",(+/-463),789,(+/-571),514,(+/-280),690,(+/-602),716,(+/-518),"1,234","(+/-1,019)","1,221",(+/-765),647,(+/-787),"1,083",(+/-652),"1,090",(+/-722),297,(+/-248),"1,122",(+/-565)
Housing,"Housing Occupancy","Total housing units","370,716","(+/-2,012)","397,525","(+/-2,566)","351,758","(+/-3,164)","339,923","(+/-5,851)","357,703","(+/-5,795)","399,396","(+/-6,828)","350,294","(+/-4,090)","387,030",(+/-685),"334,403","(+/-5,962)","321,808","(+/-7,481)","361,204","(+/-7,318)","375,757","(+/-3,273)","412,915","(+/-3,880)","371,370","(+/-7,165)","338,818","(+/-7,440)","372,854","(+/-5,642)","455,390","(+/-3,719)","366,304","(+/-4,458)","496,925","(+/-5,095)","321,686","(+/-7,378)","390,201","(+/-4,198)","374,790","(+/-4,921)","391,760","(+/-9,293)","359,890","(+/-7,851)","322,439","(+/-5,931)","318,725","(+/-6,736)","337,258","(+/-6,445)","278,711","(+/-5,728)"
Housing,"Housing Occupancy","Occupied housing units","316,853","(+/-4,527)","318,103","(+/-4,647)","312,019","(+/-4,481)","312,269","(+/-6,271)","329,898","(+/-6,369)","346,386","(+/-6,527)","319,280","(+/-4,846)","329,335","(+/-5,119)","300,517","(+/-6,908)","297,984","(+/-8,215)","320,929","(+/-7,048)","326,682","(+/-5,723)","336,163","(+/-5,110)","330,587","(+/-6,759)","310,904","(+/-7,038)","319,981","(+/-6,761)","369,943","(+/-6,153)","308,832","(+/-4,926)","352,013","(+/-7,093)","289,926","(+/-6,881)","322,486","(+/-6,534)","313,735","(+/-5,926)","319,344","(+/-7,522)","298,575","(+/-7,595)","287,734","(+/-5,907)","283,525","(+/-7,069)","303,435","(+/-6,365)","248,956","(+/-5,668)"
Housing,"Housing Occupancy","Vacant housing units","53,863","(+/-4,576)","79,422","(+/-4,753)","39,739","(+/-3,980)","27,654","(+/-3,380)","27,805","(+/-3,812)","53,010","(+/-5,042)","31,014","(+/-4,227)","57,695","(+/-5,183)","33,886","(+/-4,383)","23,824","(+/-3,226)","40,275","(+/-5,634)","49,075","(+/-4,363)","76,752","(+/-4,420)","40,783","(+/-3,589)","27,914","(+/-3,749)","52,873","(+/-4,682)","85,447","(+/-6,034)","57,472","(+/-4,132)","144,912","(+/-7,747)","31,760","(+/-3,821)","67,715","(+/-5,220)","61,055","(+/-4,863)","72,416","(+/-6,308)","61,315","(+/-4,845)","34,705","(+/-3,090)","35,200","(+/-4,208)","33,823","(+/-3,821)","29,755","(+/-2,947)"
Housing,"Housing Occupancy","Homeowner vacancy rate",1.2,(+/-0.5),1.6,(+/-0.6),1.0,(+/-0.4),1.4,(+/-0.4),0.9,(+/-0.4),1.4,(+/-0.6),0.7,(+/-0.4),0.5,(+/-0.3),1.9,(+/-1.0),1.1,(+/-0.6),0.5,(+/-0.3),0.7,(+/-0.3),1.2,(+/-0.5),1.2,(+/-0.5),0.7,(+/-0.3),1.1,(+/-0.5),0.4,(+/-0.2),1.5,(+/-0.6),1.0,(+/-0.4),1.0,(+/-0.5),1.1,(+/-0.5),1.3,(+/-0.5),1.2,(+/-0.5),1.6,(+/-0.7),0.8,(+/-0.4),1.1,(+/-0.6),1.3,(+/-0.5),1.1,(+/-0.5)
Housing,"Housing Occupancy","Rental vacancy rate",8.2,(+/-1.6),9.9,(+/-1.6),8.5,(+/-2.1),7.8,(+/-1.8),5.3,(+/-1.5),8.8,(+/-2.3),3.8,(+/-1.4),11.2,(+/-2.3),6.0,(+/-1.7),6.9,(+/-1.4),8.1,(+/-2.6),6.2,(+/-1.8),7.9,(+/-1.6),8.0,(+/-1.5),5.8,(+/-1.4),12.3,(+/-2.3),6.9,(+/-1.8),4.3,(+/-1.4),9.7,(+/-2.2),4.5,(+/-1.2),8.7,(+/-2.6),8.1,(+/-1.9),6.2,(+/-1.6),5.4,(+/-1.1),5.9,(+/-1.4),3.4,(+/-1.1),7.9,(+/-1.4),7.5,(+/-1.7)
Housing,"Housing Tenure","Occupied housing units","316,853","(+/-4,527)","318,103","(+/-4,647)","312,019","(+/-4,481)","312,269","(+/-6,271)","329,898","(+/-6,369)","346,386","(+/-6,527)","319,280","(+/-4,846)","329,335","(+/-5,119)","300,517","(+/-6,908)","297,984","(+/-8,215)","320,929","(+/-7,048)","326,682","(+/-5,723)","336,163","(+/-5,110)","330,587","(+/-6,759)","310,904","(+/-7,038)","319,981","(+/-6,761)","369,943","(+/-6,153)","308,832","(+/-4,926)","352,013","(+/-7,093)","289,926","(+/-6,881)","322,486","(+/-6,534)","313,735","(+/-5,926)","319,344","(+/-7,522)","298,575","(+/-7,595)","287,734","(+/-5,907)","283,525","(+/-7,069)","303,435","(+/-6,365)","248,956","(+/-5,668)"
Housing,"Housing Tenure",Owner-occupied,"219,874","(+/-5,407)","205,957","(+/-5,221)","213,826","(+/-5,871)","212,678","(+/-5,582)","213,853","(+/-6,392)","266,395","(+/-5,791)","223,767","(+/-5,528)","253,949","(+/-5,096)","189,308","(+/-7,381)","145,581","(+/-5,479)","244,377","(+/-7,543)","253,870","(+/-6,022)","241,643","(+/-5,488)","183,685","(+/-5,609)","203,342","(+/-6,525)","233,642","(+/-6,558)","287,723","(+/-6,823)","222,148","(+/-6,010)","261,687","(+/-5,652)","171,559","(+/-6,638)","255,380","(+/-6,729)","222,095","(+/-5,779)","203,737","(+/-6,280)","142,369","(+/-4,952)","187,161","(+/-5,958)","160,224","(+/-5,993)","153,261","(+/-5,291)","156,710","(+/-5,434)"
Housing,"Housing Tenure",Renter-occupied,"96,979","(+/-5,369)","112,146","(+/-4,414)","98,193","(+/-5,289)","99,591","(+/-6,188)","116,045","(+/-6,435)","79,991","(+/-5,491)","95,513","(+/-5,016)","75,386","(+/-4,670)","111,209","(+/-6,185)","152,403","(+/-7,070)","76,552","(+/-5,682)","72,812","(+/-4,591)","94,520","(+/-4,966)","146,902","(+/-5,447)","107,562","(+/-5,771)","86,339","(+/-5,338)","82,220","(+/-5,022)","86,684","(+/-5,260)","90,326","(+/-5,030)","118,367","(+/-6,264)","67,106","(+/-4,374)","91,640","(+/-5,746)","115,607","(+/-7,199)","156,206","(+/-7,208)","100,573","(+/-5,157)","123,301","(+/-5,342)","150,174","(+/-6,505)","92,246","(+/-5,189)"
