Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$15,000 to $24,999","8,731","(+/-1,685)","8,097","(+/-1,669)","10,415","(+/-1,819)","9,203","(+/-1,658)","14,343","(+/-2,168)","21,010","(+/-2,683)","16,894","(+/-2,252)","29,006","(+/-3,283)","23,463","(+/-3,222)","19,692","(+/-2,656)","17,259","(+/-2,433)","13,630","(+/-2,867)","30,092","(+/-3,894)","20,861","(+/-2,568)","29,152","(+/-3,787)","15,036","(+/-2,398)","11,451","(+/-1,936)","18,783","(+/-2,320)","25,267","(+/-2,139)","20,808","(+/-2,487)","27,417","(+/-2,428)","23,374","(+/-2,470)","25,031","(+/-2,320)","25,883","(+/-2,679)","25,769","(+/-2,443)","30,361","(+/-3,019)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$25,000 to $34,999","10,722","(+/-1,796)","11,281","(+/-2,087)","10,723","(+/-1,779)","10,455","(+/-1,960)","16,635","(+/-1,750)","21,289","(+/-2,854)","17,130","(+/-2,947)","20,908","(+/-3,053)","22,679","(+/-3,061)","15,246","(+/-2,675)","18,675","(+/-2,819)","13,206","(+/-3,056)","23,512","(+/-3,103)","22,223","(+/-3,391)","25,194","(+/-3,381)","13,319","(+/-2,237)","12,922","(+/-1,973)","17,432","(+/-2,534)","22,776","(+/-2,358)","20,481","(+/-2,645)","25,907","(+/-2,608)","26,431","(+/-2,680)","26,226","(+/-2,604)","25,348","(+/-2,225)","26,768","(+/-2,388)","28,418","(+/-3,203)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$35,000 to $49,999","16,571","(+/-2,605)","16,293","(+/-2,362)","16,145","(+/-2,466)","15,324","(+/-2,024)","22,452","(+/-2,822)","24,651","(+/-2,800)","24,052","(+/-3,259)","32,201","(+/-3,732)","25,570","(+/-2,893)","22,213","(+/-3,324)","22,890","(+/-2,921)","19,128","(+/-3,845)","37,590","(+/-4,782)","31,423","(+/-4,007)","29,546","(+/-4,501)","25,378","(+/-3,256)","18,528","(+/-2,225)","27,010","(+/-2,578)","36,512","(+/-2,976)","32,982","(+/-3,333)","35,903","(+/-2,782)","32,962","(+/-2,397)","40,773","(+/-2,894)","40,477","(+/-2,919)","38,607","(+/-3,346)","36,049","(+/-3,530)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$50,000 to $74,999","28,237","(+/-2,637)","28,827","(+/-2,370)","25,486","(+/-2,980)","23,516","(+/-2,893)","39,283","(+/-3,795)","50,208","(+/-4,902)","39,331","(+/-3,657)","41,642","(+/-4,509)","44,399","(+/-4,361)","32,623","(+/-3,611)","36,035","(+/-3,558)","35,752","(+/-4,640)","42,534","(+/-5,084)","45,079","(+/-4,078)","43,948","(+/-4,319)","35,516","(+/-3,575)","27,619","(+/-2,805)","41,274","(+/-3,652)","58,778","(+/-3,814)","49,357","(+/-3,509)","59,614","(+/-3,471)","58,675","(+/-3,665)","56,305","(+/-3,427)","56,537","(+/-3,509)","53,219","(+/-3,808)","57,756","(+/-3,699)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$75,000 to $99,999","29,549","(+/-2,644)","27,928","(+/-2,725)","29,012","(+/-2,955)","21,795","(+/-2,553)","29,301","(+/-2,949)","34,896","(+/-2,911)","31,855","(+/-2,924)","35,163","(+/-4,263)","39,209","(+/-4,407)","26,661","(+/-2,670)","31,342","(+/-3,322)","34,043","(+/-4,251)","31,286","(+/-4,204)","33,439","(+/-3,622)","28,656","(+/-3,862)","29,532","(+/-2,855)","31,006","(+/-2,639)","34,687","(+/-3,304)","42,718","(+/-2,758)","39,612","(+/-3,157)","44,258","(+/-3,160)","43,130","(+/-2,882)","40,756","(+/-2,650)","45,466","(+/-2,724)","41,691","(+/-3,196)","42,833","(+/-3,524)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$100,000 to $149,999","49,931","(+/-3,269)","53,513","(+/-3,980)","49,912","(+/-3,785)","47,764","(+/-3,781)","47,700","(+/-3,788)","50,246","(+/-4,313)","51,278","(+/-4,584)","42,063","(+/-3,468)","46,933","(+/-4,467)","39,559","(+/-3,307)","46,098","(+/-3,946)","53,501","(+/-6,208)","41,899","(+/-4,724)","40,649","(+/-3,745)","27,916","(+/-4,048)","46,445","(+/-3,878)","42,359","(+/-3,307)","53,678","(+/-3,199)","53,093","(+/-2,792)","62,760","(+/-3,810)","56,952","(+/-3,551)","53,992","(+/-2,983)","58,395","(+/-3,242)","56,936","(+/-3,111)","49,514","(+/-3,402)","53,159","(+/-2,945)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$150,000 to $199,000","39,067","(+/-3,176)","36,860","(+/-2,783)","39,068","(+/-3,531)","37,937","(+/-3,123)","25,814","(+/-2,400)","26,171","(+/-2,804)","29,967","(+/-2,599)","19,409","(+/-2,357)","23,301","(+/-2,918)","30,787","(+/-3,013)","26,476","(+/-2,633)","41,286","(+/-5,004)","18,031","(+/-3,103)","21,819","(+/-3,003)","16,504","(+/-3,371)","25,475","(+/-2,536)","30,928","(+/-2,329)","32,597","(+/-2,457)","22,353","(+/-2,213)","33,287","(+/-2,667)","23,085","(+/-2,083)","26,918","(+/-2,249)","24,653","(+/-2,434)","22,186","(+/-2,055)","29,614","(+/-2,784)","23,458","(+/-2,381)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","$200,000 or more","76,054","(+/-4,120)","49,468","(+/-3,376)","80,255","(+/-3,616)","68,088","(+/-3,947)","30,934","(+/-2,506)","31,912","(+/-3,696)","49,477","(+/-4,157)","27,152","(+/-2,893)","30,098","(+/-3,029)","92,995","(+/-6,450)","39,585","(+/-3,802)","145,970","(+/-6,662)","24,671","(+/-3,400)","19,487","(+/-2,343)","12,230","(+/-1,962)","66,677","(+/-3,603)","72,448","(+/-3,464)","40,918","(+/-3,098)","26,524","(+/-2,643)","38,681","(+/-2,874)","18,257","(+/-1,723)","25,845","(+/-2,007)","23,818","(+/-2,080)","19,715","(+/-1,798)","28,214","(+/-2,422)","22,796","(+/-2,455)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Median household income (dollars)","126,171","(+/-4,598)","113,994","(+/-3,015)","129,730","(+/-5,405)","131,291","(+/-4,787)","81,621","(+/-2,845)","73,861","(+/-2,488)","88,141","(+/-4,817)","58,631","(+/-4,095)","71,800","(+/-2,397)","103,988","(+/-5,053)","82,517","(+/-3,035)","142,104","(+/-7,654)","47,855","(+/-4,106)","61,052","(+/-3,414)","42,090","(+/-2,576)","96,051","(+/-4,271)","115,661","(+/-4,689)","87,124","(+/-2,991)","67,645","(+/-1,727)","79,758","(+/-2,522)","66,565","(+/-1,448)","68,941","(+/-2,033)","66,388","(+/-2,351)","66,103","(+/-1,787)","67,775","(+/-2,230)","63,995","(+/-1,967)"
Socioeconomic,"Income and Benefits (In 2022 inflation-adjusted dollars)","Mean household income (dollars)","167,681","(+/-5,514)","138,521","(+/-4,569)","177,780","(+/-5,614)","163,392","(+/-4,567)","107,151","(+/-3,435)","100,246","(+/-3,982)","126,985","(+/-5,814)","88,132","(+/-4,166)","99,072","(+/-3,454)","189,530","(+/-9,558)","111,944","(+/-4,681)","230,394","(+/-9,732)","77,654","(+/-3,550)","84,280","(+/-3,554)","65,519","(+/-3,363)","163,593","(+/-6,767)","166,258","(+/-6,297)","115,334","(+/-3,382)","92,269","(+/-2,517)","109,147","(+/-3,938)","84,307","(+/-1,527)","89,568","(+/-2,140)","91,222","(+/-2,620)","85,203","(+/-1,820)","93,495","(+/-2,324)","84,325","(+/-2,737)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","769,806","(+/-10,555)","771,228","(+/-12,267)","765,517","(+/-13,477)","767,297","(+/-5,673)","746,793","(+/-19,435)","748,483","(+/-21,481)","698,639","(+/-22,318)","749,377","(+/-22,815)","752,638","(+/-19,774)","701,769","(+/-22,937)","734,544","(+/-15,705)","702,581","(+/-18,432)","764,543","(+/-17,098)","723,977","(+/-24,325)","720,759","(+/-19,146)","751,391","(+/-8,918)","760,943","(+/-5,669)","770,206","(+/-5,887)","756,783","(+/-5,024)","774,150","(+/-2,819)","749,574","(+/-4,715)","751,277","(+/-1,224)","760,918","(+/-5,358)","755,754","(+/-4,670)","761,433","(+/-2,126)","764,666","(+/-6,296)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","738,248","(+/-11,250)","725,263","(+/-13,363)","734,729","(+/-13,683)","738,543","(+/-6,759)","699,264","(+/-18,833)","689,538","(+/-20,960)","654,732","(+/-21,934)","708,079","(+/-20,652)","711,352","(+/-20,123)","673,630","(+/-23,589)","700,176","(+/-14,807)","688,019","(+/-18,624)","714,440","(+/-17,223)","660,654","(+/-23,076)","671,312","(+/-19,845)","713,871","(+/-9,890)","734,130","(+/-6,834)","730,844","(+/-6,622)","726,995","(+/-5,767)","748,529","(+/-4,305)","713,763","(+/-7,234)","727,693","(+/-3,219)","731,686","(+/-6,913)","721,197","(+/-5,857)","737,236","(+/-4,683)","736,327","(+/-7,908)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","594,548","(+/-12,339)","571,201","(+/-14,265)","602,778","(+/-14,178)","586,223","(+/-12,210)","427,807","(+/-16,944)","414,074","(+/-18,828)","417,975","(+/-16,264)","388,937","(+/-14,536)","415,505","(+/-14,417)","462,521","(+/-17,863)","452,787","(+/-13,197)","578,447","(+/-16,331)","375,761","(+/-15,377)","375,609","(+/-20,199)","311,820","(+/-15,705)","539,499","(+/-10,858)","545,958","(+/-13,069)","519,920","(+/-12,304)","502,097","(+/-10,046)","587,929","(+/-10,014)","516,244","(+/-9,482)","505,201","(+/-8,546)","528,883","(+/-9,897)","504,718","(+/-9,453)","517,299","(+/-9,778)","500,065","(+/-11,177)"
Socioeconomic,"Health Insurance Coverage","With public coverage","257,869","(+/-10,918)","258,422","(+/-12,355)","245,354","(+/-8,550)","261,994","(+/-10,741)","347,147","(+/-12,824)","371,042","(+/-16,692)","291,436","(+/-16,389)","400,179","(+/-20,694)","375,780","(+/-17,264)","261,503","(+/-14,386)","322,064","(+/-16,337)","195,605","(+/-11,137)","412,691","(+/-16,886)","375,746","(+/-18,523)","459,807","(+/-19,531)","271,822","(+/-11,812)","290,671","(+/-11,081)","317,471","(+/-10,407)","343,221","(+/-8,289)","282,828","(+/-9,019)","329,138","(+/-7,022)","335,856","(+/-7,456)","336,125","(+/-8,561)","339,420","(+/-8,350)","320,767","(+/-11,267)","351,989","(+/-10,974)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","31,558","(+/-4,226)","45,965","(+/-5,638)","30,788","(+/-4,936)","28,754","(+/-4,010)","47,529","(+/-4,859)","58,945","(+/-6,465)","43,907","(+/-5,575)","41,298","(+/-5,777)","41,286","(+/-5,164)","28,139","(+/-3,772)","34,368","(+/-4,307)","14,562","(+/-3,115)","50,103","(+/-6,002)","63,323","(+/-7,271)","49,447","(+/-6,918)","37,520","(+/-6,071)","26,813","(+/-3,644)","39,362","(+/-3,958)","29,788","(+/-3,704)","25,621","(+/-3,719)","35,811","(+/-4,742)","23,584","(+/-2,992)","29,232","(+/-3,693)","34,557","(+/-3,834)","24,197","(+/-4,037)","28,339","(+/-4,853)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","162,885","(+/-5,471)","170,834","(+/-5,769)","160,758","(+/-6,585)","174,942","(+/-4,972)","165,714","(+/-9,010)","150,832","(+/-8,922)","140,248","(+/-13,236)","172,368","(+/-13,199)","184,808","(+/-12,566)","134,001","(+/-11,503)","165,806","(+/-7,331)","90,819","(+/-6,743)","163,348","(+/-8,089)","166,361","(+/-12,258)","186,797","(+/-10,560)","172,622","(+/-5,079)","195,923","(+/-4,106)","180,170","(+/-3,003)","148,646","(+/-2,838)","159,546","(+/-2,334)","159,402","(+/-2,679)","171,617","(+/-1,599)","166,711","(+/-4,330)","162,086","(+/-3,388)","165,035","(+/-1,855)","161,412","(+/-5,127)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","4,200","(+/-1,354)","7,522","(+/-1,915)","3,771","(+/-1,435)","3,522","(+/-1,213)","5,327","(+/-1,737)","2,736","(+/-1,030)","3,477","(+/-1,403)","5,094","(+/-1,606)","3,307","(+/-1,408)",788,(+/-475),"1,757",(+/-935),"1,218",(+/-899),"1,608",(+/-907),"6,691","(+/-2,664)","5,335","(+/-2,174)","4,400","(+/-2,731)","4,329","(+/-1,542)","3,636","(+/-1,317)","4,359","(+/-1,757)","2,734","(+/-1,152)","9,601","(+/-2,922)","2,765",(+/-669),"6,715","(+/-1,626)","8,016","(+/-1,979)","3,693","(+/-1,436)","4,131","(+/-2,298)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",3.5,(+/-0.8),4.1,(+/-0.9),3.9,(+/-0.7),4.2,(+/-0.9),9.3,(+/-1.4),11.8,(+/-1.4),13.7,(+/-1.9),18.9,(+/-2.1),15.4,(+/-1.7),12.1,(+/-1.5),9.9,(+/-1.2),5.0,(+/-1.9),21.7,(+/-2.7),15.2,(+/-2.2),26.0,(+/-2.5),9.9,(+/-1.5),6.3,(+/-0.9),9.4,(+/-1.4),8.6,(+/-1.2),7.7,(+/-1.3),8.8,(+/-1.1),9.6,(+/-1.0),8.8,(+/-1.1),9.0,(+/-0.9),9.8,(+/-1.3),11.2,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",4.0,(+/-1.4),5.7,(+/-1.7),5.7,(+/-1.5),5.8,(+/-1.7),13.3,(+/-2.1),14.9,(+/-2.8),19.4,(+/-3.1),24.8,(+/-3.3),22.0,(+/-2.9),16.4,(+/-2.8),12.7,(+/-2.5),7.6,(+/-3.8),29.5,(+/-4.5),22.4,(+/-3.5),35.7,(+/-3.6),13.6,(+/-2.6),10.1,(+/-1.5),14.8,(+/-2.8),16.0,(+/-2.7),12.8,(+/-2.5),14.3,(+/-2.2),16.4,(+/-2.1),14.7,(+/-2.2),15.7,(+/-1.8),17.2,(+/-2.4),19.9,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",2.0,(+/-1.9),2.7,(+/-3.2),2.2,(+/-2.3),4.1,(+/-4.8),11.2,(+/-4.9),10.8,(+/-5.3),9.4,(+/-4.7),18.1,(+/-8.1),15.3,(+/-6.1),3.9,(+/-2.3),8.3,(+/-4.2),9.1,(+/-9.8),22.8,(+/-10.4),21.1,(+/-6.8),30.8,(+/-8.4),10.8,(+/-7.5),8.1,(+/-5.1),12.3,(+/-6.3),10.4,(+/-4.2),15.9,(+/-6.0),21.5,(+/-6.6),11.0,(+/-4.8),15.8,(+/-5.1),12.5,(+/-4.0),8.5,(+/-3.9),15.2,(+/-7.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.0,(+/-0.7),2.2,(+/-0.7),2.7,(+/-0.6),2.2,(+/-0.6),6.2,(+/-1.6),10.0,(+/-1.6),7.8,(+/-1.7),12.1,(+/-2.2),13.0,(+/-2.2),8.4,(+/-1.5),8.0,(+/-1.2),1.4,(+/-0.7),12.2,(+/-2.5),9.8,(+/-1.9),11.8,(+/-2.6),5.1,(+/-1.2),5.1,(+/-0.9),5.4,(+/-1.3),4.5,(+/-0.9),4.0,(+/-1.2),5.0,(+/-0.9),4.0,(+/-0.8),3.9,(+/-0.7),4.0,(+/-0.7),2.9,(+/-0.8),4.7,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",1.8,(+/-1.1),2.4,(+/-1.2),3.2,(+/-1.1),2.3,(+/-1.1),7.5,(+/-2.1),10.4,(+/-2.6),9.6,(+/-3.0),12.8,(+/-3.2),19.3,(+/-3.7),10.3,(+/-2.8),9.0,(+/-2.2),1.3,(+/-0.9),11.6,(+/-3.9),12.0,(+/-3.0),11.1,(+/-3.8),5.2,(+/-1.9),7.9,(+/-1.6),9.0,(+/-2.8),7.3,(+/-2.4),6.3,(+/-2.4),6.5,(+/-2.0),6.0,(+/-1.8),5.1,(+/-1.7),5.6,(+/-1.4),3.2,(+/-1.4),6.1,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.9,(+/-1.5),1.3,(+/-2.3),0.0,(+/-1.7),0.7,(+/-1.1),4.9,(+/-3.0),6.0,(+/-5.0),4.1,(+/-3.1),7.8,(+/-5.6),11.4,(+/-6.1),3.0,(+/-2.3),7.2,(+/-5.2),1.3,(+/-1.6),3.7,(+/-3.7),12.0,(+/-7.5),9.4,(+/-6.8),2.3,(+/-2.3),5.8,(+/-4.3),5.8,(+/-5.1),6.3,(+/-4.8),6.8,(+/-4.9),10.5,(+/-7.0),1.0,(+/-1.1),2.1,(+/-2.0),3.7,(+/-3.2),1.1,(+/-1.9),3.6,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",12.2,(+/-4.1),11.1,(+/-3.6),11.2,(+/-3.5),10.8,(+/-3.3),14.7,(+/-2.7),16.0,(+/-3.3),26.6,(+/-4.6),29.1,(+/-3.6),21.1,(+/-3.6),22.5,(+/-5.1),16.5,(+/-4.1),19.3,(+/-8.0),30.9,(+/-4.4),26.3,(+/-4.4),37.1,(+/-4.5),23.7,(+/-4.2),13.7,(+/-4.9),23.0,(+/-4.4),23.7,(+/-4.3),20.5,(+/-4.7),25.4,(+/-3.9),27.6,(+/-3.6),27.5,(+/-3.7),27.3,(+/-3.2),29.6,(+/-4.3),26.4,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.8,(+/-7.2),16.5,(+/-5.5),19.9,(+/-7.9),17.6,(+/-6.0),24.2,(+/-4.7),23.4,(+/-5.9),40.0,(+/-7.0),38.8,(+/-5.9),28.3,(+/-5.7),30.7,(+/-8.1),25.9,(+/-7.7),22.8,(+/-11.1),43.7,(+/-6.6),36.5,(+/-5.9),49.1,(+/-5.2),33.4,(+/-6.4),22.5,(+/-8.4),28.5,(+/-6.5),35.2,(+/-6.6),25.6,(+/-6.8),34.8,(+/-5.4),37.8,(+/-5.7),36.0,(+/-5.6),36.8,(+/-4.7),43.5,(+/-5.5),38.5,(+/-5.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",13.4,(+/-16.2),10.3,(+/-16.4),26.5,(+/-30.1),14.7,(+/-19.6),21.0,(+/-9.4),22.3,(+/-12.8),29.1,(+/-19.9),29.6,(+/-14.6),36.2,(+/-18.9),15.0,(+/-13.6),19.1,(+/-15.6),5.5,(+/-10.2),47.7,(+/-22.9),37.3,(+/-14.0),45.2,(+/-14.3),23.1,(+/-17.4),22.2,(+/-26.1),33.7,(+/-20.5),21.3,(+/-12.7),31.0,(+/-16.8),43.8,(+/-14.2),32.9,(+/-15.6),44.3,(+/-15.6),42.7,(+/-11.9),25.5,(+/-14.1),30.9,(+/-17.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",5.7,(+/-0.8),7.2,(+/-1.0),5.5,(+/-0.7),6.0,(+/-0.9),12.3,(+/-1.2),13.5,(+/-1.2),16.8,(+/-1.7),23.7,(+/-2.0),19.3,(+/-1.7),16.6,(+/-1.5),13.0,(+/-1.4),9.2,(+/-1.1),26.8,(+/-2.4),19.6,(+/-2.0),31.2,(+/-1.9),11.8,(+/-1.3),10.0,(+/-1.1),14.3,(+/-1.5),15.2,(+/-1.1),11.8,(+/-1.1),12.5,(+/-0.9),14.3,(+/-0.9),12.7,(+/-1.0),13.0,(+/-0.9),13.9,(+/-1.1),16.1,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",4.7,(+/-1.8),7.6,(+/-2.0),6.1,(+/-1.9),7.3,(+/-2.2),14.4,(+/-2.4),16.1,(+/-3.0),24.4,(+/-5.0),31.5,(+/-5.0),26.8,(+/-3.9),21.7,(+/-4.2),17.5,(+/-3.5),7.8,(+/-3.2),32.5,(+/-5.1),28.2,(+/-4.4),39.6,(+/-3.8),14.4,(+/-2.8),15.4,(+/-2.5),20.2,(+/-3.8),19.6,(+/-3.3),14.3,(+/-3.0),15.6,(+/-2.3),20.1,(+/-2.7),16.0,(+/-2.4),18.7,(+/-2.4),19.7,(+/-2.8),22.6,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",4.4,(+/-1.8),6.2,(+/-2.0),6.1,(+/-1.9),7.0,(+/-2.0),14.0,(+/-2.5),16.0,(+/-2.9),23.8,(+/-5.0),31.2,(+/-5.0),26.5,(+/-3.9),21.5,(+/-4.2),17.1,(+/-3.5),7.7,(+/-3.2),32.1,(+/-5.1),28.0,(+/-4.5),39.3,(+/-3.8),13.7,(+/-2.7),15.1,(+/-2.4),19.8,(+/-3.8),19.3,(+/-3.2),14.0,(+/-3.0),15.1,(+/-2.3),19.9,(+/-2.7),15.7,(+/-2.4),18.3,(+/-2.4),19.6,(+/-2.8),22.5,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",3.6,(+/-1.9),6.1,(+/-3.2),3.4,(+/-1.7),6.7,(+/-4.0),13.1,(+/-3.5),16.6,(+/-4.9),18.6,(+/-6.7),30.5,(+/-7.4),26.4,(+/-5.3),14.5,(+/-5.0),15.4,(+/-4.2),6.5,(+/-5.1),24.7,(+/-7.4),33.4,(+/-7.0),37.7,(+/-6.3),14.6,(+/-4.1),18.3,(+/-4.0),21.6,(+/-4.6),23.5,(+/-5.3),15.5,(+/-4.5),20.1,(+/-3.9),22.1,(+/-5.1),17.3,(+/-3.6),19.4,(+/-3.6),20.7,(+/-5.1),20.8,(+/-5.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",4.7,(+/-1.9),6.3,(+/-1.9),6.9,(+/-2.3),7.1,(+/-2.1),14.3,(+/-2.8),15.8,(+/-3.1),26.4,(+/-5.6),31.4,(+/-4.9),26.6,(+/-4.5),24.8,(+/-4.8),17.6,(+/-3.7),8.5,(+/-4.1),34.6,(+/-5.3),25.9,(+/-4.6),39.9,(+/-4.1),13.4,(+/-3.0),14.0,(+/-2.4),19.2,(+/-4.2),17.9,(+/-3.2),13.5,(+/-3.4),13.3,(+/-2.4),19.1,(+/-2.5),15.2,(+/-2.7),18.0,(+/-2.6),19.2,(+/-3.1),23.1,(+/-3.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.0,(+/-0.7),7.1,(+/-0.9),5.4,(+/-0.6),5.7,(+/-0.7),11.8,(+/-1.1),12.8,(+/-1.1),15.0,(+/-1.3),21.6,(+/-1.5),17.0,(+/-1.2),15.5,(+/-1.2),11.9,(+/-1.1),9.4,(+/-1.0),25.3,(+/-2.1),17.2,(+/-1.5),28.4,(+/-1.8),11.1,(+/-1.1),8.3,(+/-1.0),12.7,(+/-1.1),14.3,(+/-0.9),11.3,(+/-0.9),11.7,(+/-0.8),12.7,(+/-0.7),11.8,(+/-0.8),11.6,(+/-0.7),12.4,(+/-1.0),14.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.7,(+/-1.2),6.9,(+/-1.3),7.4,(+/-1.4),7.1,(+/-1.3),12.4,(+/-2.1),19.4,(+/-2.6),23.6,(+/-3.6),24.0,(+/-2.8),17.2,(+/-2.1),22.4,(+/-2.5),15.3,(+/-2.0),9.0,(+/-2.0),29.6,(+/-3.0),21.1,(+/-2.6),30.0,(+/-3.0),12.5,(+/-1.9),7.2,(+/-1.6),9.2,(+/-1.4),9.9,(+/-1.1),9.5,(+/-1.5),9.7,(+/-1.3),10.7,(+/-1.1),10.1,(+/-1.1),9.4,(+/-1.1),10.4,(+/-1.4),12.0,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",3.4,(+/-0.9),4.2,(+/-1.1),3.7,(+/-0.7),4.1,(+/-1.0),9.1,(+/-1.4),11.4,(+/-1.5),14.9,(+/-2.4),20.3,(+/-2.6),17.5,(+/-2.2),14.6,(+/-2.1),10.4,(+/-1.5),4.7,(+/-1.6),22.3,(+/-3.1),16.4,(+/-2.5),27.1,(+/-2.4),9.3,(+/-1.5),8.4,(+/-1.2),11.0,(+/-1.7),9.8,(+/-1.4),8.0,(+/-1.4),9.1,(+/-1.1),11.2,(+/-1.1),9.3,(+/-1.2),9.9,(+/-1.0),10.5,(+/-1.3),12.4,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",19.0,(+/-2.3),22.0,(+/-2.2),18.3,(+/-2.6),19.5,(+/-2.4),31.4,(+/-2.9),21.5,(+/-1.9),20.6,(+/-1.7),34.4,(+/-2.3),25.4,(+/-1.5),20.4,(+/-1.7),27.8,(+/-2.3),14.8,(+/-1.5),37.2,(+/-2.7),30.3,(+/-2.3),44.3,(+/-2.5),22.8,(+/-2.5),19.5,(+/-2.2),27.6,(+/-2.3),29.5,(+/-1.7),22.2,(+/-1.7),23.6,(+/-1.7),23.8,(+/-1.5),24.8,(+/-1.9),23.5,(+/-1.7),23.7,(+/-2.0),26.1,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","185,253","(+/-6,769)","174,888","(+/-7,224)","175,084","(+/-7,547)","193,377","(+/-6,296)","183,841","(+/-10,565)","162,437","(+/-8,494)","151,634","(+/-12,569)","180,459","(+/-12,098)","188,569","(+/-10,099)","155,480","(+/-10,845)","179,567","(+/-8,609)","118,400","(+/-9,288)","200,128","(+/-9,777)","176,758","(+/-12,893)","195,549","(+/-10,390)","192,471","(+/-7,228)","201,128","(+/-5,298)","196,161","(+/-4,992)","188,715","(+/-4,679)","187,093","(+/-4,834)","153,865","(+/-4,018)","189,068","(+/-3,942)","159,833","(+/-4,597)","157,833","(+/-4,322)","178,292","(+/-4,060)","181,020","(+/-6,133)"
