Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
Housing,Value,"$300,000 to $499,999","71,106","(+/-3,366)","28,279","(+/-2,396)","43,381","(+/-3,173)","27,962","(+/-2,801)","76,931","(+/-5,171)","59,684","(+/-3,923)","49,830","(+/-3,571)","30,595","(+/-3,121)","52,383","(+/-3,458)","9,580","(+/-1,423)","2,800",(+/-783),"8,965","(+/-1,741)","61,874","(+/-3,871)","3,448",(+/-717),"1,294",(+/-462),"3,951",(+/-975),"3,916","(+/-1,091)","9,161","(+/-1,680)","11,089","(+/-1,615)","92,173","(+/-4,858)","53,231","(+/-3,893)","37,401","(+/-3,283)","74,509","(+/-3,926)","17,255","(+/-1,932)","65,332","(+/-3,557)","14,154","(+/-1,829)","41,597","(+/-3,350)","6,055","(+/-1,208)","10,749","(+/-1,802)","3,818","(+/-1,123)","12,155","(+/-1,640)","8,481","(+/-1,332)","45,317","(+/-3,645)","4,162",(+/-996),"23,823","(+/-2,398)","1,623",(+/-521),"8,108","(+/-1,375)","11,461","(+/-1,774)","41,113","(+/-3,435)","13,277","(+/-2,615)","35,561","(+/-3,088)","12,910","(+/-1,669)","14,185","(+/-1,862)","11,612","(+/-1,699)","5,180",(+/-974),"10,638","(+/-1,872)","6,956","(+/-1,414)","17,823","(+/-2,494)","9,121","(+/-1,670)","7,134","(+/-1,215)","13,095","(+/-1,797)","11,143","(+/-1,817)"
Housing,Value,"$500,000 to $999,999","41,526","(+/-2,954)","66,025","(+/-3,400)","133,558","(+/-4,220)","92,748","(+/-4,197)","82,295","(+/-4,773)","68,785","(+/-3,728)","82,656","(+/-3,856)","100,741","(+/-4,488)","72,250","(+/-3,767)","77,156","(+/-3,407)","19,273","(+/-2,447)","53,051","(+/-3,269)","29,489","(+/-2,877)","53,042","(+/-3,115)","26,043","(+/-2,428)","17,604","(+/-1,937)","21,043","(+/-2,314)","60,029","(+/-3,361)","56,498","(+/-3,189)","39,697","(+/-2,928)","14,882","(+/-2,093)","6,727","(+/-1,428)","40,562","(+/-3,056)","67,377","(+/-3,999)","37,772","(+/-3,025)","96,847","(+/-3,887)","84,682","(+/-4,324)","65,500","(+/-3,859)","65,109","(+/-3,853)","35,075","(+/-2,726)","93,100","(+/-3,901)","59,365","(+/-3,757)","67,256","(+/-3,152)","35,525","(+/-3,026)","87,168","(+/-4,755)","27,213","(+/-2,561)","39,316","(+/-3,114)","104,040","(+/-4,097)","69,117","(+/-3,631)","79,215","(+/-4,318)","116,628","(+/-4,814)","57,076","(+/-3,545)","60,319","(+/-3,872)","79,825","(+/-3,541)","81,587","(+/-3,994)","60,185","(+/-3,476)","36,332","(+/-3,322)","113,163","(+/-5,453)","66,663","(+/-3,924)","52,520","(+/-3,454)","79,932","(+/-4,001)","79,822","(+/-3,907)"
Housing,Value,"$1,000,000 or more","6,173","(+/-1,285)","72,288","(+/-3,208)","28,384","(+/-2,791)","30,242","(+/-2,539)","17,589","(+/-2,171)","5,630","(+/-1,026)","10,227","(+/-1,569)","16,196","(+/-1,827)","10,032","(+/-1,696)","103,947","(+/-4,135)","94,092","(+/-4,448)","67,044","(+/-2,963)","4,020","(+/-1,030)","92,586","(+/-4,261)","110,683","(+/-3,549)","131,402","(+/-4,428)","104,316","(+/-4,355)","30,175","(+/-2,070)","96,179","(+/-3,834)","3,504","(+/-1,106)","1,545",(+/-615),"2,538",(+/-881),"4,817","(+/-1,013)","47,750","(+/-2,823)","2,093",(+/-785),"45,116","(+/-3,014)","23,109","(+/-2,675)","69,986","(+/-3,632)","12,469","(+/-2,063)","57,810","(+/-3,682)","12,252","(+/-1,734)","88,658","(+/-4,271)","6,077","(+/-1,267)","18,282","(+/-1,803)","3,261",(+/-891),"107,450","(+/-5,001)","29,134","(+/-2,763)","22,282","(+/-1,931)","3,943","(+/-1,010)","86,663","(+/-3,470)","20,291","(+/-1,775)","16,582","(+/-2,336)","11,344","(+/-1,579)","10,405","(+/-1,663)","43,373","(+/-3,033)","6,763","(+/-1,187)","93,457","(+/-3,985)","32,160","(+/-2,682)","84,945","(+/-4,139)","79,690","(+/-2,872)","47,530","(+/-3,320)","12,284","(+/-1,787)"
Housing,Value,"Median (dollars)","370,900","(+/-7,514)","806,600","(+/-21,153)","643,400","(+/-8,529)","650,200","(+/-11,241)","494,000","(+/-10,661)","492,100","(+/-8,569)","550,500","(+/-9,549)","636,700","(+/-8,671)","535,700","(+/-14,624)","1,033,500","(+/-23,048)","1,465,400","(+/-62,425)","993,900","(+/-23,877)","394,200","(+/-7,798)","1,104,400","(+/-21,400)","1,431,200","(+/-46,378)","1,915,300","(+/-68,629)","1,444,700","(+/-50,932)","797,400","(+/-15,821)","1,077,500","(+/-20,860)","389,900","(+/-7,536)","325,400","(+/-7,479)","274,700","(+/-6,682)","395,700","(+/-8,690)","783,900","(+/-24,351)","373,700","(+/-9,893)","812,900","(+/-12,390)","624,100","(+/-12,482)","982,900","(+/-19,421)","720,000","(+/-17,321)","1,108,300","(+/-30,183)","666,900","(+/-8,705)","1,077,800","(+/-32,914)","524,300","(+/-12,717)","794,900","(+/-26,220)","604,600","(+/-8,632)","1,463,100","(+/-48,473)","847,100","(+/-28,979)","727,600","(+/-10,170)","536,100","(+/-10,220)","961,900","(+/-13,492)","618,500","(+/-7,703)","729,200","(+/-20,891)","676,600","(+/-13,304)","665,500","(+/-10,633)","881,200","(+/-9,342)","709,100","(+/-22,239)","1,173,900","(+/-22,865)","725,800","(+/-14,198)","998,300","(+/-23,798)","1,070,600","(+/-22,254)","859,600","(+/-13,639)","689,600","(+/-9,747)"
Housing,"Mortgage Status","Owner-occupied units","180,159","(+/-4,770)","192,255","(+/-5,526)","227,374","(+/-4,720)","175,479","(+/-5,292)","204,881","(+/-6,141)","154,717","(+/-4,954)","160,618","(+/-4,906)","158,946","(+/-4,685)","150,173","(+/-3,634)","199,770","(+/-4,845)","120,570","(+/-4,750)","135,382","(+/-4,310)","126,939","(+/-4,829)","157,901","(+/-4,847)","143,697","(+/-3,950)","160,255","(+/-5,126)","138,545","(+/-4,928)","108,688","(+/-4,064)","173,112","(+/-4,190)","181,049","(+/-6,166)","121,212","(+/-5,615)","113,443","(+/-4,592)","159,706","(+/-4,995)","148,428","(+/-4,706)","162,502","(+/-4,767)","166,722","(+/-4,369)","165,440","(+/-5,231)","145,544","(+/-4,264)","95,112","(+/-4,031)","99,642","(+/-4,610)","129,582","(+/-4,629)","163,295","(+/-5,286)","136,495","(+/-4,978)","61,064","(+/-3,351)","129,031","(+/-4,443)","142,332","(+/-5,617)","80,123","(+/-4,008)","147,095","(+/-4,597)","129,436","(+/-5,076)","189,459","(+/-5,300)","195,809","(+/-5,140)","91,505","(+/-4,097)","92,260","(+/-4,542)","114,399","(+/-4,282)","140,006","(+/-4,472)","87,439","(+/-4,308)","148,031","(+/-5,207)","181,748","(+/-6,043)","170,405","(+/-5,716)","145,477","(+/-4,582)","148,925","(+/-5,512)","113,325","(+/-4,416)"
Housing,"Mortgage Status","Housing units with a mortgage","107,070","(+/-4,160)","113,574","(+/-4,749)","148,188","(+/-4,588)","110,248","(+/-5,108)","132,938","(+/-5,541)","109,775","(+/-4,666)","106,955","(+/-4,643)","111,325","(+/-4,932)","105,706","(+/-4,047)","148,640","(+/-5,199)","76,017","(+/-3,767)","93,709","(+/-3,709)","87,743","(+/-4,699)","110,366","(+/-4,244)","93,229","(+/-3,669)","102,534","(+/-4,476)","88,900","(+/-4,446)","74,618","(+/-3,352)","109,555","(+/-3,690)","121,017","(+/-5,476)","81,737","(+/-5,389)","73,020","(+/-4,153)","107,165","(+/-4,628)","93,827","(+/-4,419)","100,401","(+/-4,065)","117,570","(+/-4,277)","123,375","(+/-4,543)","92,438","(+/-3,402)","65,028","(+/-3,062)","70,050","(+/-3,716)","86,561","(+/-4,462)","114,058","(+/-5,202)","95,574","(+/-4,372)","38,614","(+/-2,677)","91,348","(+/-4,454)","92,434","(+/-4,739)","57,023","(+/-3,719)","95,626","(+/-3,896)","93,310","(+/-4,926)","131,181","(+/-4,598)","132,131","(+/-5,187)","62,060","(+/-3,560)","63,017","(+/-3,766)","77,611","(+/-3,948)","89,248","(+/-3,537)","56,198","(+/-3,504)","92,635","(+/-4,622)","127,349","(+/-5,571)","117,903","(+/-4,967)","102,351","(+/-4,320)","105,187","(+/-4,688)","78,395","(+/-3,987)"
Housing,"Mortgage Status","Housing units without a mortgage","73,089","(+/-3,588)","78,681","(+/-3,819)","79,186","(+/-3,530)","65,231","(+/-3,636)","71,943","(+/-3,673)","44,942","(+/-3,621)","53,663","(+/-3,809)","47,621","(+/-3,556)","44,467","(+/-3,272)","51,130","(+/-4,085)","44,553","(+/-2,955)","41,673","(+/-3,020)","39,196","(+/-3,561)","47,535","(+/-3,140)","50,468","(+/-3,203)","57,721","(+/-3,450)","49,645","(+/-2,912)","34,070","(+/-2,634)","63,557","(+/-3,293)","60,032","(+/-3,469)","39,475","(+/-3,266)","40,423","(+/-2,521)","52,541","(+/-3,649)","54,601","(+/-3,277)","62,101","(+/-4,501)","49,152","(+/-3,138)","42,065","(+/-3,190)","53,106","(+/-2,768)","30,084","(+/-2,872)","29,592","(+/-2,967)","43,021","(+/-3,164)","49,237","(+/-3,417)","40,921","(+/-2,967)","22,450","(+/-2,198)","37,683","(+/-3,020)","49,898","(+/-3,545)","23,100","(+/-2,239)","51,469","(+/-3,427)","36,126","(+/-3,491)","58,278","(+/-3,737)","63,678","(+/-3,743)","29,445","(+/-2,494)","29,243","(+/-2,869)","36,788","(+/-2,910)","50,758","(+/-3,274)","31,241","(+/-3,190)","55,396","(+/-3,415)","54,399","(+/-3,664)","52,502","(+/-3,356)","43,126","(+/-3,135)","43,738","(+/-2,865)","34,930","(+/-2,814)"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage","107,070","(+/-4,160)","113,574","(+/-4,749)","148,188","(+/-4,588)","110,248","(+/-5,108)","132,938","(+/-5,541)","109,775","(+/-4,666)","106,955","(+/-4,643)","111,325","(+/-4,932)","105,706","(+/-4,047)","148,640","(+/-5,199)","76,017","(+/-3,767)","93,709","(+/-3,709)","87,743","(+/-4,699)","110,366","(+/-4,244)","93,229","(+/-3,669)","102,534","(+/-4,476)","88,900","(+/-4,446)","74,618","(+/-3,352)","109,555","(+/-3,690)","121,017","(+/-5,476)","81,737","(+/-5,389)","73,020","(+/-4,153)","107,165","(+/-4,628)","93,827","(+/-4,419)","100,401","(+/-4,065)","117,570","(+/-4,277)","123,375","(+/-4,543)","92,438","(+/-3,402)","65,028","(+/-3,062)","70,050","(+/-3,716)","86,561","(+/-4,462)","114,058","(+/-5,202)","95,574","(+/-4,372)","38,614","(+/-2,677)","91,348","(+/-4,454)","92,434","(+/-4,739)","57,023","(+/-3,719)","95,626","(+/-3,896)","93,310","(+/-4,926)","131,181","(+/-4,598)","132,131","(+/-5,187)","62,060","(+/-3,560)","63,017","(+/-3,766)","77,611","(+/-3,948)","89,248","(+/-3,537)","56,198","(+/-3,504)","92,635","(+/-4,622)","127,349","(+/-5,571)","117,903","(+/-4,967)","102,351","(+/-4,320)","105,187","(+/-4,688)","78,395","(+/-3,987)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",413,(+/-271),341,(+/-282),"1,047",(+/-594),295,(+/-236),688,(+/-411),841,(+/-456),954,(+/-459),651,(+/-348),601,(+/-422),218,(+/-186),449,(+/-352),369,(+/-368),446,(+/-361),709,(+/-439),203,(+/-178),544,(+/-341),553,(+/-342),742,(+/-405),"1,131",(+/-532),"1,071",(+/-727),"1,563",(+/-773),731,(+/-393),"1,194",(+/-655),"1,077",(+/-528),"1,212",(+/-593),411,(+/-296),808,(+/-527),462,(+/-408),676,(+/-412),394,(+/-355),556,(+/-310),545,(+/-349),397,(+/-249),165,(+/-175),819,(+/-451),292,(+/-227),313,(+/-245),680,(+/-431),314,(+/-208),700,(+/-358),922,(+/-565),190,(+/-212),410,(+/-259),836,(+/-650),565,(+/-341),535,(+/-276),900,(+/-467),381,(+/-228),680,(+/-411),688,(+/-522),"1,206",(+/-701),640,(+/-425)
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999","8,623","(+/-1,344)","3,914",(+/-928),"2,582",(+/-819),"3,138",(+/-812),"4,935","(+/-1,299)","4,103",(+/-955),"3,350","(+/-1,047)","1,857",(+/-595),"3,783",(+/-929),"3,446","(+/-1,316)",590,(+/-313),"1,535",(+/-646),"6,294","(+/-1,348)","1,630",(+/-714),911,(+/-366),745,(+/-389),867,(+/-418),"1,749",(+/-686),"1,859",(+/-580),"6,163","(+/-1,356)","6,930","(+/-1,848)","7,466","(+/-1,473)","7,068","(+/-1,288)","2,722",(+/-816),"5,736","(+/-1,365)","2,555",(+/-934),"2,241",(+/-781),740,(+/-305),854,(+/-447),603,(+/-367),"2,163",(+/-575),"1,364",(+/-626),"4,423","(+/-1,028)",853,(+/-311),"2,640",(+/-853),"1,477",(+/-575),785,(+/-427),"2,884",(+/-832),"3,544",(+/-978),"2,065",(+/-738),"3,529","(+/-1,022)","2,117",(+/-792),"1,389",(+/-569),"2,309",(+/-772),"2,083",(+/-759),"1,245",(+/-598),"2,313",(+/-932),"2,897","(+/-1,028)","1,417",(+/-485),"1,360",(+/-511),"3,246",(+/-987),"2,084",(+/-705)
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499","23,890","(+/-2,595)","9,511","(+/-1,280)","12,988","(+/-2,035)","10,500","(+/-1,942)","17,989","(+/-2,117)","16,471","(+/-1,895)","14,731","(+/-2,137)","10,246","(+/-1,694)","15,133","(+/-2,317)","4,073","(+/-1,011)",953,(+/-499),"3,143",(+/-905),"20,678","(+/-2,445)","3,480","(+/-1,054)","2,405",(+/-700),"2,285",(+/-740),"2,037",(+/-759),"5,346","(+/-1,157)","5,617","(+/-1,203)","21,760","(+/-2,653)","22,896","(+/-3,013)","25,145","(+/-2,648)","21,018","(+/-2,306)","9,234","(+/-1,470)","24,181","(+/-3,101)","5,923","(+/-1,128)","12,514","(+/-1,786)","4,028",(+/-893),"4,107",(+/-716),"1,981",(+/-716),"9,578","(+/-1,469)","4,094",(+/-965),"12,416","(+/-1,886)","2,670",(+/-691),"11,239","(+/-1,980)","2,650",(+/-836),"3,654",(+/-924),"6,923","(+/-1,204)","14,041","(+/-1,961)","5,929","(+/-1,632)","11,039","(+/-1,708)","5,870","(+/-1,536)","6,780","(+/-1,203)","6,556","(+/-1,159)","5,199","(+/-1,087)","5,440","(+/-1,380)","3,246","(+/-1,084)","7,227","(+/-1,295)","5,495","(+/-1,351)","3,370",(+/-766),"5,553","(+/-1,200)","7,282","(+/-1,251)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999","27,521","(+/-2,990)","14,672","(+/-1,800)","23,574","(+/-2,455)","17,846","(+/-2,105)","28,920","(+/-2,623)","26,261","(+/-2,887)","24,427","(+/-2,496)","18,477","(+/-1,878)","22,235","(+/-2,655)","12,046","(+/-1,810)","3,334",(+/-898),"7,408","(+/-1,372)","24,259","(+/-2,363)","7,969","(+/-1,431)","4,224",(+/-780),"3,726","(+/-1,030)","4,042",(+/-854),"9,015","(+/-1,418)","9,411","(+/-1,638)","35,565","(+/-3,327)","23,117","(+/-2,402)","22,848","(+/-2,408)","28,531","(+/-3,170)","13,913","(+/-1,942)","27,267","(+/-2,843)","12,912","(+/-1,909)","17,629","(+/-2,238)","8,142","(+/-1,213)","9,937","(+/-1,385)","4,273","(+/-1,051)","16,871","(+/-1,952)","7,278","(+/-1,628)","18,978","(+/-2,542)","5,337",(+/-971),"19,942","(+/-2,704)","4,323","(+/-1,265)","10,394","(+/-1,866)","15,443","(+/-1,769)","22,498","(+/-2,782)","11,877","(+/-1,797)","21,782","(+/-2,584)","9,420","(+/-1,467)","12,369","(+/-1,747)","14,604","(+/-1,966)","11,229","(+/-1,683)","9,259","(+/-1,389)","7,562","(+/-1,738)","15,207","(+/-2,208)","12,286","(+/-1,816)","8,044","(+/-1,582)","12,616","(+/-1,654)","12,182","(+/-1,785)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499","22,590","(+/-2,844)","15,813","(+/-2,140)","28,266","(+/-2,734)","20,184","(+/-2,444)","27,607","(+/-3,066)","24,870","(+/-2,484)","22,265","(+/-2,511)","23,018","(+/-2,353)","23,224","(+/-2,746)","16,786","(+/-2,114)","4,735","(+/-1,025)","11,429","(+/-1,614)","18,587","(+/-2,517)","13,165","(+/-1,903)","9,676","(+/-1,612)","5,957","(+/-1,183)","7,984","(+/-1,488)","13,183","(+/-1,986)","14,940","(+/-1,798)","27,453","(+/-2,827)","13,254","(+/-2,295)","9,422","(+/-1,794)","22,807","(+/-2,739)","17,194","(+/-2,484)","19,905","(+/-2,583)","20,447","(+/-2,324)","23,167","(+/-2,549)","12,371","(+/-1,785)","11,198","(+/-1,589)","8,511","(+/-1,837)","17,251","(+/-2,212)","10,543","(+/-1,403)","21,737","(+/-2,308)","6,317","(+/-1,122)","18,356","(+/-2,197)","6,047","(+/-1,380)","8,368","(+/-1,519)","17,521","(+/-2,341)","23,598","(+/-2,875)","18,574","(+/-2,571)","25,037","(+/-2,292)","10,855","(+/-1,662)","10,938","(+/-1,791)","16,784","(+/-2,133)","15,598","(+/-1,832)","11,070","(+/-1,639)","9,342","(+/-1,780)","24,313","(+/-2,998)","16,786","(+/-2,261)","12,464","(+/-1,877)","20,551","(+/-2,208)","13,179","(+/-1,709)"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999","11,377","(+/-1,510)","14,170","(+/-2,061)","26,906","(+/-3,056)","20,449","(+/-2,118)","18,365","(+/-2,298)","18,336","(+/-2,025)","17,094","(+/-2,238)","23,202","(+/-2,032)","16,229","(+/-2,041)","18,512","(+/-1,965)","7,044","(+/-1,322)","12,614","(+/-1,902)","8,633","(+/-1,893)","14,718","(+/-1,976)","10,555","(+/-1,399)","8,986","(+/-1,478)","9,242","(+/-1,435)","12,232","(+/-1,607)","13,688","(+/-1,894)","15,391","(+/-1,920)","6,527","(+/-1,641)","3,279",(+/-922),"12,787","(+/-2,298)","15,463","(+/-2,096)","9,395","(+/-1,754)","19,828","(+/-1,877)","20,136","(+/-2,448)","13,914","(+/-1,896)","11,178","(+/-1,774)","7,846","(+/-1,104)","15,474","(+/-2,408)","10,866","(+/-1,736)","15,633","(+/-2,080)","6,598","(+/-1,176)","17,475","(+/-2,643)","9,595","(+/-1,584)","9,009","(+/-1,457)","20,665","(+/-2,268)","12,245","(+/-1,996)","20,662","(+/-2,367)","26,565","(+/-3,113)","10,893","(+/-1,588)","11,109","(+/-1,895)","13,029","(+/-1,800)","14,936","(+/-1,862)","11,266","(+/-1,841)","9,535","(+/-1,508)","24,733","(+/-2,809)","16,073","(+/-2,159)","17,014","(+/-2,367)","19,553","(+/-2,117)","14,866","(+/-2,262)"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more","12,656","(+/-1,712)","55,153","(+/-3,687)","52,825","(+/-3,276)","37,836","(+/-2,846)","34,434","(+/-3,232)","18,893","(+/-2,703)","24,134","(+/-2,608)","33,874","(+/-2,928)","24,501","(+/-2,736)","93,559","(+/-4,366)","58,912","(+/-3,188)","57,211","(+/-3,275)","8,846","(+/-1,456)","68,695","(+/-3,880)","65,255","(+/-3,315)","80,291","(+/-3,881)","64,175","(+/-3,828)","32,351","(+/-2,381)","62,909","(+/-3,393)","13,614","(+/-1,737)","7,450","(+/-1,753)","4,129","(+/-1,222)","13,760","(+/-2,177)","34,224","(+/-2,914)","12,705","(+/-2,067)","55,494","(+/-3,690)","46,880","(+/-3,293)","52,781","(+/-3,054)","27,078","(+/-2,307)","46,442","(+/-2,836)","24,668","(+/-2,568)","79,368","(+/-4,626)","21,990","(+/-2,296)","16,674","(+/-1,836)","20,877","(+/-2,297)","68,050","(+/-4,168)","24,500","(+/-2,248)","31,510","(+/-2,120)","17,070","(+/-2,183)","71,374","(+/-3,796)","43,257","(+/-3,745)","22,715","(+/-2,594)","20,022","(+/-1,933)","23,493","(+/-2,554)","39,638","(+/-2,914)","17,383","(+/-2,112)","59,737","(+/-3,322)","52,591","(+/-3,551)","65,166","(+/-3,748)","59,411","(+/-3,448)","42,462","(+/-2,895)","28,162","(+/-2,778)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)","1,863",(+/-58),"2,942",(+/-105),"2,605",(+/-53),"2,577",(+/-55),"2,252",(+/-52),"2,145",(+/-51),"2,225",(+/-56),"2,530",(+/-54),"2,239",(+/-51),"3,498",(+/-83),"4,000+",(***),"3,437",(+/-90),"1,831",(+/-50),"3,450",(+/-93),"3,974",(+/-111),"4,000+",(***),"3,996",(+/-123),"2,797",(+/-71),"3,286",(+/-89),"1,941",(+/-39),"1,698",(+/-53),"1,555",(+/-39),"1,927",(+/-52),"2,590",(+/-88),"1,848",(+/-49),"2,917",(+/-73),"2,632",(+/-61),"3,240",(+/-79),"2,757",(+/-75),"3,605",(+/-121),"2,409",(+/-73),"3,816",(+/-141),"2,266",(+/-53),"2,800",(+/-97),"2,301",(+/-68),"4,000+",(***),"2,777",(+/-90),"2,606",(+/-53),"2,133",(+/-53),"3,141",(+/-63),"2,571",(+/-57),"2,618",(+/-85),"2,483",(+/-96),"2,432",(+/-60),"2,833",(+/-74),"2,524",(+/-81),"3,560",(+/-109),"2,776",(+/-57),"3,188",(+/-74),"3,313",(+/-105),"2,741",(+/-58),"2,629",(+/-67)
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","73,089","(+/-3,588)","78,681","(+/-3,819)","79,186","(+/-3,530)","65,231","(+/-3,636)","71,943","(+/-3,673)","44,942","(+/-3,621)","53,663","(+/-3,809)","47,621","(+/-3,556)","44,467","(+/-3,272)","51,130","(+/-4,085)","44,553","(+/-2,955)","41,673","(+/-3,020)","39,196","(+/-3,561)","47,535","(+/-3,140)","50,468","(+/-3,203)","57,721","(+/-3,450)","49,645","(+/-2,912)","34,070","(+/-2,634)","63,557","(+/-3,293)","60,032","(+/-3,469)","39,475","(+/-3,266)","40,423","(+/-2,521)","52,541","(+/-3,649)","54,601","(+/-3,277)","62,101","(+/-4,501)","49,152","(+/-3,138)","42,065","(+/-3,190)","53,106","(+/-2,768)","30,084","(+/-2,872)","29,592","(+/-2,967)","43,021","(+/-3,164)","49,237","(+/-3,417)","40,921","(+/-2,967)","22,450","(+/-2,198)","37,683","(+/-3,020)","49,898","(+/-3,545)","23,100","(+/-2,239)","51,469","(+/-3,427)","36,126","(+/-3,491)","58,278","(+/-3,737)","63,678","(+/-3,743)","29,445","(+/-2,494)","29,243","(+/-2,869)","36,788","(+/-2,910)","50,758","(+/-3,274)","31,241","(+/-3,190)","55,396","(+/-3,415)","54,399","(+/-3,664)","52,502","(+/-3,356)","43,126","(+/-3,135)","43,738","(+/-2,865)","34,930","(+/-2,814)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","5,874","(+/-1,269)","3,524","(+/-1,057)","2,388",(+/-765),"2,918",(+/-940),"3,134","(+/-1,086)","2,297",(+/-654),"2,879",(+/-797),"2,009",(+/-759),"2,385",(+/-739),"1,557",(+/-695),"1,239",(+/-610),"1,263",(+/-531),"2,513",(+/-802),898,(+/-374),"1,780",(+/-784),"1,428",(+/-488),"1,873",(+/-938),"2,926",(+/-935),"1,781",(+/-687),"4,577","(+/-1,688)","2,943",(+/-823),"2,796",(+/-861),"4,685","(+/-1,155)","3,893","(+/-1,098)","7,109","(+/-1,435)","2,780",(+/-870),"1,572",(+/-649),"1,803",(+/-551),"1,057",(+/-417),267,(+/-180),"2,346",(+/-763),628,(+/-391),"3,287",(+/-934),"1,571",(+/-570),"3,074",(+/-903),"1,328",(+/-653),547,(+/-345),"1,738",(+/-652),"2,862",(+/-813),"1,134",(+/-482),"3,531","(+/-1,029)","2,481",(+/-785),"2,069",(+/-547),"2,847",(+/-785),"1,245",(+/-519),"2,540",(+/-873),"2,481",(+/-835),"3,312",(+/-981),"1,833",(+/-594),"1,426",(+/-602),"2,054",(+/-826),"3,600",(+/-892)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","13,110","(+/-1,965)","5,677","(+/-1,019)","3,927","(+/-1,000)","6,643","(+/-1,226)","6,689","(+/-1,230)","5,281","(+/-1,408)","6,241","(+/-1,436)","4,130",(+/-956),"4,333",(+/-835),"2,043",(+/-700),"2,842",(+/-847),792,(+/-391),"7,694","(+/-1,618)","2,871",(+/-784),"2,857",(+/-899),"1,838",(+/-630),"2,729",(+/-711),"2,791",(+/-787),"3,255",(+/-750),"7,984","(+/-1,627)","8,327","(+/-1,774)","7,853","(+/-1,601)","8,516","(+/-1,634)","5,667","(+/-1,175)","8,547","(+/-1,390)","4,101","(+/-1,149)","2,221",(+/-783),"3,783",(+/-907),"1,479",(+/-615),"1,451",(+/-692),"6,132","(+/-1,229)","1,113",(+/-367),"6,253","(+/-1,416)","3,040",(+/-801),"6,188","(+/-1,351)","3,253",(+/-915),"2,111",(+/-892),"6,115","(+/-1,420)","7,812","(+/-1,635)","3,524","(+/-1,317)","5,368","(+/-1,106)","4,451",(+/-981),"3,938","(+/-1,001)","5,971","(+/-1,129)","4,242","(+/-1,077)","4,219",(+/-926),"3,875",(+/-873),"3,068",(+/-832),"2,240",(+/-662),"1,822",(+/-682),"4,913","(+/-1,120)","6,165","(+/-1,400)"
